order_id,order_date,customer_id,region,category,product,quantity,price,revenue,month
33,2023-01-02 08:00:00,1265,North,Electronics,Fryer,2,15018,30036,2023-01
34,2023-01-02 09:00:00,1432,South,Fashion,Laptop,3,35846,107538,2023-01
35,2023-01-02 10:00:00,1457,East,Electronics,Shoes,2,29747,59494,2023-01
36,2023-01-02 11:00:00,1543,South,Grocery,Lamp,2,3053,6106,2023-01
37,2023-01-02 12:00:00,1072,North,Electronics,Rice Bag,1,19689,19689,2023-01
38,2023-01-02 13:00:00,1388,West,Fashion,Smartphone,3,5774,17322,2023-01
39,2023-01-02 14:00:00,1455,North,Home Decor,Mixer,1,4703,4703,2023-01
40,2023-01-02 15:00:00,1562,East,Grocery,Shoes,3,16497,49491,2023-01
41,2023-01-02 16:00:00,1314,North,Grocery,Shoes,3,2155,6465,2023-01
42,2023-01-02 17:00:00,1516,West,Fashion,Jeans,3,6428,19284,2023-01
43,2023-01-02 18:00:00,1498,North,Home Decor,Lamp,1,1284,1284,2023-01
44,2023-01-02 19:00:00,1044,West,Fashion,Headphones,1,12218,12218,2023-01
45,2023-01-02 20:00:00,1589,North,Fashion,Jeans,3,37191,111573,2023-01
46,2023-01-02 21:00:00,1027,West,Home Decor,Laptop,3,2301,6903,2023-01
47,2023-01-02 22:00:00,1337,South,Fashion,Laptop,1,29468,29468,2023-01
48,2023-01-02 23:00:00,1298,West,Fashion,T-Shirt,1,22517,22517,2023-01
49,2023-01-03 00:00:00,1467,West,Home Decor,Rice Bag,1,39142,39142,2023-01
50,2023-01-03 01:00:00,1016,North,Electronics,T-Shirt,2,4155,8310,2023-01
51,2023-01-03 02:00:00,1065,West,Grocery,Headphones,1,2479,2479,2023-01
52,2023-01-03 03:00:00,1197,North,Grocery,Smartphone,3,3835,11505,2023-01
53,2023-01-03 04:00:00,1026,North,Electronics,Rice Bag,1,31761,31761,2023-01
54,2023-01-03 05:00:00,1368,North,Electronics,Jeans,2,3672,7344,2023-01
55,2023-01-03 06:00:00,1472,North,Home Decor,Headphones,1,1199,1199,2023-01
56,2023-01-03 07:00:00,1283,East,Home Decor,Smartphone,3,19366,58098,2023-01
57,2023-01-03 08:00:00,1023,South,Home Decor,Lamp,1,9135,9135,2023-01
58,2023-01-03 09:00:00,1127,East,Electronics,Mixer,1,28696,28696,2023-01
59,2023-01-03 10:00:00,1280,West,Fashion,Smartphone,1,28615,28615,2023-01
60,2023-01-03 11:00:00,1382,North,Electronics,T-Shirt,1,35565,35565,2023-01
61,2023-01-03 12:00:00,1357,East,Electronics,Lamp,3,2349,7047,2023-01
62,2023-01-03 13:00:00,1156,West,Fashion,Rice Bag,3,27440,82320,2023-01
63,2023-01-03 14:00:00,1314,South,Grocery,Mixer,2,41158,82316,2023-01
64,2023-01-03 15:00:00,1596,North,Grocery,T-Shirt,2,35598,71196,2023-01
65,2023-01-03 16:00:00,1167,South,Grocery,Smartphone,1,19567,19567,2023-01
66,2023-01-03 17:00:00,1289,South,Grocery,Smartphone,2,9019,18038,2023-01
67,2023-01-03 18:00:00,1419,South,Home Decor,Smartphone,2,36371,72742,2023-01
68,2023-01-03 19:00:00,1280,East,Grocery,Laptop,2,15337,30674,2023-01
69,2023-01-03 20:00:00,1088,North,Fashion,Fryer,3,36473,109419,2023-01
70,2023-01-03 21:00:00,1244,South,Electronics,Laptop,3,29379,88137,2023-01
71,2023-01-03 22:00:00,1349,South,Grocery,Fryer,1,10828,10828,2023-01
72,2023-01-03 23:00:00,1587,East,Fashion,Laptop,1,28397,28397,2023-01
73,2023-01-04 00:00:00,1191,North,Home Decor,Fryer,3,44907,134721,2023-01
74,2023-01-04 01:00:00,1303,South,Electronics,T-Shirt,2,31289,62578,2023-01
75,2023-01-04 02:00:00,1152,South,Home Decor,Rice Bag,2,8566,17132,2023-01
76,2023-01-04 03:00:00,1322,North,Home Decor,Smartphone,3,2352,7056,2023-01
77,2023-01-04 04:00:00,1370,East,Electronics,Mixer,2,3965,7930,2023-01
78,2023-01-04 05:00:00,1254,South,Grocery,Shoes,3,25365,76095,2023-01
79,2023-01-04 06:00:00,1462,East,Electronics,Mixer,3,756,2268,2023-01
80,2023-01-04 07:00:00,1565,North,Home Decor,Laptop,1,44055,44055,2023-01
81,2023-01-04 08:00:00,1470,North,Home Decor,Mixer,3,44540,133620,2023-01
82,2023-01-04 09:00:00,1455,South,Grocery,Mixer,2,13445,26890,2023-01
83,2023-01-04 10:00:00,1515,West,Grocery,Fryer,3,6190,18570,2023-01
84,2023-01-04 11:00:00,1589,North,Home Decor,Headphones,2,9825,19650,2023-01
85,2023-01-04 12:00:00,1150,West,Home Decor,Lamp,2,9502,19004,2023-01
86,2023-01-04 13:00:00,1264,West,Home Decor,Rice Bag,3,11502,34506,2023-01
87,2023-01-04 14:00:00,1078,South,Electronics,T-Shirt,1,36846,36846,2023-01
88,2023-01-04 15:00:00,1076,North,Grocery,Headphones,1,7923,7923,2023-01
89,2023-01-04 16:00:00,1333,West,Fashion,Fryer,3,23324,69972,2023-01
90,2023-01-04 17:00:00,1044,South,Fashion,Shoes,3,28291,84873,2023-01
91,2023-01-04 18:00:00,1533,South,Grocery,Jeans,3,32151,96453,2023-01
92,2023-01-04 19:00:00,1543,North,Electronics,T-Shirt,1,29366,29366,2023-01
93,2023-01-04 20:00:00,1549,North,Grocery,Lamp,1,3245,3245,2023-01
94,2023-01-04 21:00:00,1570,East,Grocery,T-Shirt,2,27380,54760,2023-01
95,2023-01-04 22:00:00,1509,North,Home Decor,Mixer,3,21589,64767,2023-01
96,2023-01-04 23:00:00,1211,East,Home Decor,Rice Bag,1,13972,13972,2023-01
97,2023-01-05 00:00:00,1097,East,Fashion,Smartphone,3,1709,5127,2023-01
98,2023-01-05 01:00:00,1270,South,Electronics,Headphones,3,13088,39264,2023-01
99,2023-01-05 02:00:00,1011,West,Grocery,Smartphone,3,37632,112896,2023-01
100,2023-01-05 03:00:00,1280,South,Home Decor,Rice Bag,2,2812,5624,2023-01
101,2023-01-05 04:00:00,1153,South,Home Decor,Lamp,3,16363,49089,2023-01
102,2023-01-05 05:00:00,1477,South,Electronics,Laptop,2,21249,42498,2023-01
103,2023-01-05 06:00:00,1417,South,Grocery,T-Shirt,2,13264,26528,2023-01
104,2023-01-05 07:00:00,1141,South,Fashion,Laptop,2,8427,16854,2023-01
105,2023-01-05 08:00:00,1194,West,Electronics,Fryer,2,40903,81806,2023-01
106,2023-01-05 09:00:00,1573,North,Grocery,Rice Bag,1,21884,21884,2023-01
107,2023-01-05 10:00:00,1490,West,Fashion,T-Shirt,3,6151,18453,2023-01
108,2023-01-05 11:00:00,1153,West,Home Decor,Jeans,1,1615,1615,2023-01
109,2023-01-05 12:00:00,1339,West,Electronics,Smartphone,2,19279,38558,2023-01
110,2023-01-05 13:00:00,1131,West,Home Decor,Smartphone,1,32385,32385,2023-01
111,2023-01-05 14:00:00,1493,West,Home Decor,Smartphone,3,42334,127002,2023-01
112,2023-01-05 15:00:00,1267,South,Home Decor,Lamp,3,38049,114147,2023-01
113,2023-01-05 16:00:00,1490,North,Fashion,Fryer,2,30442,60884,2023-01
114,2023-01-05 17:00:00,1471,West,Home Decor,Fryer,3,27841,83523,2023-01
115,2023-01-05 18:00:00,1199,West,Fashion,Mixer,2,11831,23662,2023-01
116,2023-01-05 19:00:00,1328,North,Grocery,Laptop,3,33669,101007,2023-01
117,2023-01-05 20:00:00,1177,South,Fashion,Lamp,3,17142,51426,2023-01
118,2023-01-05 21:00:00,1567,East,Home Decor,Rice Bag,3,43799,131397,2023-01
119,2023-01-05 22:00:00,1016,East,Grocery,Fryer,3,19220,57660,2023-01
120,2023-01-05 23:00:00,1402,West,Electronics,Smartphone,2,16505,33010,2023-01
121,2023-01-06 00:00:00,1171,South,Grocery,Lamp,1,44297,44297,2023-01
122,2023-01-06 01:00:00,1021,South,Fashion,Fryer,1,33673,33673,2023-01
123,2023-01-06 02:00:00,1279,East,Grocery,Shoes,2,11889,23778,2023-01
124,2023-01-06 03:00:00,1486,North,Grocery,Rice Bag,1,27348,27348,2023-01
125,2023-01-06 04:00:00,1011,West,Home Decor,Headphones,2,6699,13398,2023-01
126,2023-01-06 05:00:00,1097,North,Electronics,Shoes,1,6864,6864,2023-01
127,2023-01-06 06:00:00,1184,North,Grocery,Lamp,3,14432,43296,2023-01
128,2023-01-06 07:00:00,1318,West,Grocery,Rice Bag,2,32452,64904,2023-01
129,2023-01-06 08:00:00,1569,West,Electronics,Laptop,2,7989,15978,2023-01
130,2023-01-06 09:00:00,1406,West,Home Decor,Smartphone,1,2526,2526,2023-01
131,2023-01-06 10:00:00,1232,North,Fashion,Smartphone,2,31874,63748,2023-01
132,2023-01-06 11:00:00,1097,North,Electronics,Mixer,2,12917,25834,2023-01
133,2023-01-06 12:00:00,1506,South,Grocery,Shoes,1,38273,38273,2023-01
134,2023-01-06 13:00:00,1026,South,Electronics,T-Shirt,3,43636,130908,2023-01
135,2023-01-06 14:00:00,1498,West,Electronics,Mixer,1,43402,43402,2023-01
136,2023-01-06 15:00:00,1142,North,Home Decor,Fryer,2,17203,34406,2023-01
137,2023-01-06 16:00:00,1213,East,Fashion,Lamp,1,6923,6923,2023-01
138,2023-01-06 17:00:00,1537,West,Grocery,Jeans,3,2474,7422,2023-01
139,2023-01-06 18:00:00,1138,South,Home Decor,Jeans,2,3368,6736,2023-01
140,2023-01-06 19:00:00,1451,West,Electronics,Shoes,2,14473,28946,2023-01
141,2023-01-06 20:00:00,1200,North,Home Decor,Jeans,2,3709,7418,2023-01
142,2023-01-06 21:00:00,1326,East,Grocery,Fryer,3,6227,18681,2023-01
143,2023-01-06 22:00:00,1421,East,Grocery,Smartphone,1,20475,20475,2023-01
144,2023-01-06 23:00:00,1022,East,Grocery,Rice Bag,2,18774,37548,2023-01
145,2023-01-07 00:00:00,1297,North,Home Decor,T-Shirt,1,39717,39717,2023-01
146,2023-01-07 01:00:00,1078,East,Home Decor,Headphones,3,43748,131244,2023-01
147,2023-01-07 02:00:00,1220,South,Electronics,Jeans,3,1842,5526,2023-01
148,2023-01-07 03:00:00,1370,East,Grocery,Jeans,2,28773,57546,2023-01
149,2023-01-07 04:00:00,1304,West,Electronics,Rice Bag,3,35445,106335,2023-01
150,2023-01-07 05:00:00,1462,South,Grocery,Headphones,3,24006,72018,2023-01
151,2023-01-07 06:00:00,1425,East,Grocery,Headphones,3,2696,8088,2023-01
152,2023-01-07 07:00:00,1463,East,Electronics,Smartphone,2,18847,37694,2023-01
153,2023-01-07 08:00:00,1558,East,Fashion,Mixer,2,23314,46628,2023-01
154,2023-01-07 09:00:00,1235,East,Home Decor,Shoes,2,39275,78550,2023-01
155,2023-01-07 10:00:00,1558,East,Home Decor,Lamp,1,6288,6288,2023-01
156,2023-01-07 11:00:00,1452,South,Home Decor,Fryer,2,7006,14012,2023-01
157,2023-01-07 12:00:00,1323,North,Electronics,Rice Bag,1,33919,33919,2023-01
158,2023-01-07 13:00:00,1303,East,Electronics,Laptop,1,16373,16373,2023-01
159,2023-01-07 14:00:00,1385,North,Fashion,Mixer,3,9770,29310,2023-01
160,2023-01-07 15:00:00,1414,East,Electronics,Smartphone,1,38448,38448,2023-01
161,2023-01-07 16:00:00,1064,North,Fashion,Laptop,3,4440,13320,2023-01
162,2023-01-07 17:00:00,1548,East,Home Decor,Mixer,1,38909,38909,2023-01
163,2023-01-07 18:00:00,1478,North,Grocery,Lamp,2,44681,89362,2023-01
164,2023-01-07 19:00:00,1546,East,Grocery,Smartphone,2,24815,49630,2023-01
165,2023-01-07 20:00:00,1469,East,Home Decor,Fryer,3,22170,66510,2023-01
166,2023-01-07 21:00:00,1596,North,Electronics,Headphones,1,40957,40957,2023-01
167,2023-01-07 22:00:00,1049,South,Home Decor,Fryer,1,16442,16442,2023-01
168,2023-01-07 23:00:00,1289,West,Electronics,Fryer,2,10944,21888,2023-01
169,2023-01-08 00:00:00,1254,North,Grocery,T-Shirt,2,39805,79610,2023-01
170,2023-01-08 01:00:00,1056,North,Grocery,Rice Bag,1,25383,25383,2023-01
171,2023-01-08 02:00:00,1288,East,Grocery,T-Shirt,3,13743,41229,2023-01
172,2023-01-08 03:00:00,1029,North,Electronics,Fryer,1,32056,32056,2023-01
173,2023-01-08 04:00:00,1223,North,Home Decor,Smartphone,2,14331,28662,2023-01
174,2023-01-08 05:00:00,1331,South,Fashion,Lamp,3,13477,40431,2023-01
175,2023-01-08 06:00:00,1137,West,Grocery,Lamp,2,8805,17610,2023-01
176,2023-01-08 07:00:00,1110,South,Electronics,Fryer,3,10859,32577,2023-01
177,2023-01-08 08:00:00,1033,East,Home Decor,Lamp,2,44818,89636,2023-01
178,2023-01-08 09:00:00,1521,West,Grocery,Laptop,3,14097,42291,2023-01
179,2023-01-08 10:00:00,1597,South,Grocery,Jeans,2,6597,13194,2023-01
180,2023-01-08 11:00:00,1563,West,Grocery,Jeans,3,19677,59031,2023-01
181,2023-01-08 12:00:00,1592,North,Fashion,Laptop,3,24575,73725,2023-01
182,2023-01-08 13:00:00,1170,North,Home Decor,Shoes,3,14886,44658,2023-01
183,2023-01-08 14:00:00,1212,South,Home Decor,Headphones,1,21530,21530,2023-01
184,2023-01-08 15:00:00,1025,South,Grocery,Rice Bag,2,3575,7150,2023-01
185,2023-01-08 16:00:00,1114,South,Electronics,T-Shirt,1,30659,30659,2023-01
186,2023-01-08 17:00:00,1045,West,Home Decor,Rice Bag,3,11597,34791,2023-01
187,2023-01-08 18:00:00,1272,South,Electronics,Lamp,1,14763,14763,2023-01
188,2023-01-08 19:00:00,1476,East,Home Decor,Shoes,1,2534,2534,2023-01
189,2023-01-08 20:00:00,1500,South,Home Decor,Laptop,1,33598,33598,2023-01
190,2023-01-08 21:00:00,1252,South,Fashion,Fryer,3,38959,116877,2023-01
191,2023-01-08 22:00:00,1236,South,Grocery,Jeans,1,220,220,2023-01
192,2023-01-08 23:00:00,1087,South,Electronics,Mixer,1,22103,22103,2023-01
193,2023-01-09 00:00:00,1392,East,Fashion,Jeans,3,13055,39165,2023-01
194,2023-01-09 01:00:00,1054,South,Fashion,Mixer,2,20715,41430,2023-01
195,2023-01-09 02:00:00,1432,South,Home Decor,Mixer,3,8215,24645,2023-01
196,2023-01-09 03:00:00,1445,West,Home Decor,Smartphone,2,1348,2696,2023-01
197,2023-01-09 04:00:00,1291,North,Home Decor,Laptop,1,41503,41503,2023-01
198,2023-01-09 05:00:00,1101,East,Grocery,Jeans,1,43269,43269,2023-01
199,2023-01-09 06:00:00,1452,West,Electronics,Headphones,3,24158,72474,2023-01
200,2023-01-09 07:00:00,1230,South,Home Decor,Rice Bag,3,41321,123963,2023-01
201,2023-01-09 08:00:00,1167,East,Electronics,Fryer,3,23592,70776,2023-01
202,2023-01-09 09:00:00,1232,South,Fashion,Rice Bag,3,30495,91485,2023-01
203,2023-01-09 10:00:00,1080,West,Home Decor,Lamp,2,6668,13336,2023-01
204,2023-01-09 11:00:00,1576,East,Home Decor,Smartphone,1,23560,23560,2023-01
205,2023-01-09 12:00:00,1088,North,Electronics,Headphones,1,43291,43291,2023-01
206,2023-01-09 13:00:00,1417,East,Fashion,Rice Bag,3,23178,69534,2023-01
207,2023-01-09 14:00:00,1325,East,Electronics,Smartphone,2,38019,76038,2023-01
208,2023-01-09 15:00:00,1189,South,Fashion,Mixer,1,41725,41725,2023-01
209,2023-01-09 16:00:00,1501,East,Fashion,Headphones,3,39832,119496,2023-01
210,2023-01-09 17:00:00,1207,West,Electronics,Smartphone,1,38776,38776,2023-01
211,2023-01-09 18:00:00,1146,East,Home Decor,Lamp,2,17289,34578,2023-01
212,2023-01-09 19:00:00,1168,East,Fashion,Jeans,1,26794,26794,2023-01
213,2023-01-09 20:00:00,1164,West,Electronics,Jeans,2,44529,89058,2023-01
214,2023-01-09 21:00:00,1466,North,Home Decor,Jeans,3,20980,62940,2023-01
215,2023-01-09 22:00:00,1459,East,Grocery,Lamp,1,12210,12210,2023-01
216,2023-01-09 23:00:00,1327,West,Fashion,Shoes,2,5505,11010,2023-01
217,2023-01-10 00:00:00,1231,West,Fashion,Mixer,1,32297,32297,2023-01
218,2023-01-10 01:00:00,1241,West,Grocery,T-Shirt,3,3095,9285,2023-01
219,2023-01-10 02:00:00,1049,North,Grocery,T-Shirt,2,20455,40910,2023-01
220,2023-01-10 03:00:00,1301,South,Grocery,Mixer,3,28956,86868,2023-01
221,2023-01-10 04:00:00,1183,East,Electronics,Headphones,2,36135,72270,2023-01
222,2023-01-10 05:00:00,1257,North,Fashion,Rice Bag,1,15321,15321,2023-01
223,2023-01-10 06:00:00,1343,North,Grocery,Rice Bag,1,2436,2436,2023-01
224,2023-01-10 07:00:00,1504,East,Home Decor,Shoes,3,7214,21642,2023-01
225,2023-01-10 08:00:00,1276,North,Electronics,Lamp,2,12493,24986,2023-01
226,2023-01-10 09:00:00,1052,South,Fashion,Fryer,1,40322,40322,2023-01
227,2023-01-10 10:00:00,1139,West,Home Decor,Headphones,3,11069,33207,2023-01
228,2023-01-10 11:00:00,1124,West,Home Decor,Jeans,3,19462,58386,2023-01
229,2023-01-10 12:00:00,1325,West,Electronics,Mixer,1,26994,26994,2023-01
230,2023-01-10 13:00:00,1408,South,Electronics,Jeans,3,18216,54648,2023-01
231,2023-01-10 14:00:00,1271,North,Electronics,Lamp,3,22303,66909,2023-01
232,2023-01-10 15:00:00,1534,South,Home Decor,Smartphone,1,28225,28225,2023-01
233,2023-01-10 16:00:00,1175,East,Electronics,Laptop,3,43480,130440,2023-01
234,2023-01-10 17:00:00,1381,North,Electronics,Headphones,3,40289,120867,2023-01
235,2023-01-10 18:00:00,1132,East,Electronics,Jeans,2,9756,19512,2023-01
236,2023-01-10 19:00:00,1441,South,Grocery,Laptop,2,44495,88990,2023-01
237,2023-01-10 20:00:00,1209,North,Home Decor,Fryer,1,3156,3156,2023-01
238,2023-01-10 21:00:00,1567,North,Home Decor,Jeans,2,28181,56362,2023-01
239,2023-01-10 22:00:00,1584,North,Electronics,Jeans,1,27564,27564,2023-01
240,2023-01-10 23:00:00,1509,South,Fashion,Rice Bag,3,15050,45150,2023-01
241,2023-01-11 00:00:00,1527,North,Electronics,Smartphone,3,31230,93690,2023-01
242,2023-01-11 01:00:00,1144,East,Grocery,Jeans,3,8700,26100,2023-01
243,2023-01-11 02:00:00,1410,North,Home Decor,Laptop,2,26236,52472,2023-01
244,2023-01-11 03:00:00,1506,West,Home Decor,Fryer,1,4243,4243,2023-01
245,2023-01-11 04:00:00,1557,East,Grocery,Mixer,3,6537,19611,2023-01
246,2023-01-11 05:00:00,1038,North,Fashion,Rice Bag,2,23935,47870,2023-01
247,2023-01-11 06:00:00,1151,South,Fashion,Lamp,2,16274,32548,2023-01
248,2023-01-11 07:00:00,1476,East,Home Decor,Headphones,1,21847,21847,2023-01
249,2023-01-11 08:00:00,1439,West,Grocery,Mixer,1,40329,40329,2023-01
250,2023-01-11 09:00:00,1333,West,Grocery,Smartphone,2,34648,69296,2023-01
251,2023-01-11 10:00:00,1525,East,Electronics,Laptop,2,30240,60480,2023-01
252,2023-01-11 11:00:00,1377,West,Fashion,Mixer,3,5403,16209,2023-01
253,2023-01-11 12:00:00,1316,West,Electronics,Jeans,1,37798,37798,2023-01
254,2023-01-11 13:00:00,1424,East,Fashion,Jeans,3,35118,105354,2023-01
255,2023-01-11 14:00:00,1044,South,Electronics,T-Shirt,1,6608,6608,2023-01
256,2023-01-11 15:00:00,1461,East,Fashion,Shoes,3,36652,109956,2023-01
257,2023-01-11 16:00:00,1254,East,Home Decor,T-Shirt,2,11646,23292,2023-01
258,2023-01-11 17:00:00,1418,South,Grocery,Lamp,2,41861,83722,2023-01
259,2023-01-11 18:00:00,1172,East,Electronics,Mixer,3,3014,9042,2023-01
260,2023-01-11 19:00:00,1411,West,Fashion,Smartphone,1,38343,38343,2023-01
261,2023-01-11 20:00:00,1586,West,Fashion,T-Shirt,1,44808,44808,2023-01
262,2023-01-11 21:00:00,1309,West,Fashion,Lamp,3,16984,50952,2023-01
263,2023-01-11 22:00:00,1540,South,Home Decor,Laptop,1,1740,1740,2023-01
264,2023-01-11 23:00:00,1044,East,Home Decor,Mixer,2,14925,29850,2023-01
265,2023-01-12 00:00:00,1002,South,Electronics,Smartphone,2,43626,87252,2023-01
266,2023-01-12 01:00:00,1339,North,Home Decor,Rice Bag,2,20607,41214,2023-01
267,2023-01-12 02:00:00,1128,East,Fashion,Headphones,3,5599,16797,2023-01
268,2023-01-12 03:00:00,1411,North,Grocery,Headphones,2,31774,63548,2023-01
269,2023-01-12 04:00:00,1543,South,Fashion,Shoes,2,28551,57102,2023-01
270,2023-01-12 05:00:00,1065,East,Electronics,Headphones,2,5538,11076,2023-01
271,2023-01-12 06:00:00,1151,East,Fashion,Mixer,2,30624,61248,2023-01
272,2023-01-12 07:00:00,1071,South,Home Decor,Mixer,2,14622,29244,2023-01
273,2023-01-12 08:00:00,1296,East,Electronics,Laptop,3,16983,50949,2023-01
274,2023-01-12 09:00:00,1231,South,Electronics,T-Shirt,3,8804,26412,2023-01
275,2023-01-12 10:00:00,1084,North,Home Decor,Laptop,1,2905,2905,2023-01
276,2023-01-12 11:00:00,1177,South,Home Decor,T-Shirt,2,37729,75458,2023-01
277,2023-01-12 12:00:00,1318,East,Home Decor,Fryer,1,22181,22181,2023-01
278,2023-01-12 13:00:00,1455,North,Electronics,Laptop,2,9008,18016,2023-01
279,2023-01-12 14:00:00,1165,East,Grocery,Mixer,2,18140,36280,2023-01
280,2023-01-12 15:00:00,1280,North,Fashion,Mixer,2,39389,78778,2023-01
281,2023-01-12 16:00:00,1407,East,Home Decor,Shoes,3,34811,104433,2023-01
282,2023-01-12 17:00:00,1451,North,Home Decor,Laptop,1,31280,31280,2023-01
283,2023-01-12 18:00:00,1477,West,Electronics,Rice Bag,2,22424,44848,2023-01
284,2023-01-12 19:00:00,1250,North,Electronics,Shoes,1,15197,15197,2023-01
285,2023-01-12 20:00:00,1491,West,Electronics,Mixer,1,7325,7325,2023-01
286,2023-01-12 21:00:00,1352,West,Grocery,Shoes,1,30597,30597,2023-01
287,2023-01-12 22:00:00,1566,East,Home Decor,Mixer,1,31511,31511,2023-01
288,2023-01-12 23:00:00,1442,North,Fashion,Shoes,3,38955,116865,2023-01
289,2023-01-13 00:00:00,1366,East,Grocery,T-Shirt,2,7710,15420,2023-01
290,2023-01-13 01:00:00,1363,West,Home Decor,Headphones,2,43717,87434,2023-01
291,2023-01-13 02:00:00,1106,South,Home Decor,Mixer,1,2279,2279,2023-01
292,2023-01-13 03:00:00,1037,North,Home Decor,Jeans,3,28782,86346,2023-01
293,2023-01-13 04:00:00,1113,East,Home Decor,Mixer,1,2266,2266,2023-01
294,2023-01-13 05:00:00,1145,North,Fashion,Jeans,1,37047,37047,2023-01
295,2023-01-13 06:00:00,1159,South,Home Decor,Laptop,1,36307,36307,2023-01
296,2023-01-13 07:00:00,1116,North,Electronics,T-Shirt,1,1003,1003,2023-01
297,2023-01-13 08:00:00,1213,South,Fashion,Lamp,2,23434,46868,2023-01
298,2023-01-13 09:00:00,1426,South,Home Decor,Mixer,3,4089,12267,2023-01
299,2023-01-13 10:00:00,1338,East,Electronics,Fryer,2,31272,62544,2023-01
300,2023-01-13 11:00:00,1214,West,Fashion,Lamp,3,29761,89283,2023-01
301,2023-01-13 12:00:00,1094,West,Grocery,T-Shirt,1,7822,7822,2023-01
302,2023-01-13 13:00:00,1165,East,Electronics,Headphones,3,38751,116253,2023-01
303,2023-01-13 14:00:00,1303,North,Electronics,Shoes,3,5624,16872,2023-01
304,2023-01-13 15:00:00,1329,East,Grocery,Lamp,3,38683,116049,2023-01
305,2023-01-13 16:00:00,1541,West,Fashion,Mixer,1,10799,10799,2023-01
306,2023-01-13 17:00:00,1398,West,Grocery,Jeans,1,21628,21628,2023-01
307,2023-01-13 18:00:00,1426,West,Grocery,Headphones,1,10539,10539,2023-01
308,2023-01-13 19:00:00,1293,North,Electronics,Laptop,3,7810,23430,2023-01
309,2023-01-13 20:00:00,1169,West,Grocery,Headphones,2,16778,33556,2023-01
310,2023-01-13 21:00:00,1019,North,Home Decor,T-Shirt,1,5046,5046,2023-01
311,2023-01-13 22:00:00,1226,West,Electronics,Fryer,2,13880,27760,2023-01
312,2023-01-13 23:00:00,1320,North,Electronics,Rice Bag,3,12197,36591,2023-01
313,2023-01-14 00:00:00,1500,West,Grocery,Mixer,2,24229,48458,2023-01
314,2023-01-14 01:00:00,1559,West,Electronics,T-Shirt,3,42426,127278,2023-01
315,2023-01-14 02:00:00,1361,South,Home Decor,Lamp,2,28339,56678,2023-01
316,2023-01-14 03:00:00,1218,North,Grocery,Shoes,1,23116,23116,2023-01
317,2023-01-14 04:00:00,1113,East,Grocery,Fryer,3,6751,20253,2023-01
318,2023-01-14 05:00:00,1512,North,Grocery,Jeans,3,15036,45108,2023-01
